CNPJ,Razão Social,Categoria,Porte,CNAE,Origem da Cobertura,TEM_SESI,TEM_SENAI,TEM_SESI_SENAI,STATUS_RELACIONAMENTO,QTD_REGISTROS_BASE,SEBRAE_situacao_atual,SEBRAE_razao_social,SEBRAE_SETOR,SEBRAE_CNAE PRIMARIO,SEBRAE_Porte,SEBRAE_Municipio,SEBRAE_SESI,SEBRAE_SENAI,SEBRAE_cnae_codigo_recuperado,SEBRAE_cnae_norm,SEBRAE_cnae_divisao,SEBRAE_secao,SEBRAE_setor,SEBRAE_subsetor,SEBRAE_e_industria,SEBRAE_auditoria,SEBRAE_elegivel_sebrae,SEBRAE_oportunidade_comercial,ENCONTRADO_SEBRAE
05559112000109,Nova Harcos Corretora De Seguros Ltda,Não Indústria,3.Pequena,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
05582326000198,Elo Engenharia Ltda,Industria | Indústria,4.Micro,Construção de edifícios,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,ELO ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,5582326000198.0,5582326000198.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
05605339000135,Claudoval Barbosa De Melo-panificacao,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração,True,False,False,SOMENTE SESI,1,ATIVA,MANA PADARIA PREMIUM LTDA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,5605339000135.0,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
05607666000126,Noel Nivaldo De Souza Moveis,Indústria,4.Micro,Fabricação de móveis com predominância de madeira,Migração,True,False,False,SOMENTE SESI,1,ATIVA,NOEL NIVALDO DE SOUZA MOVEIS,INDÚSTRIA,Fabricacao de moveis com predominancia de madeira,PEQUENO PORTE,Arapiraca,5607666000126.0,,3101-2/00,3101200.0,31.0,C,Industria de transformacao,Moveis,True,False,SIM,NÃO ATENDIDA,True
05612717000108,Energy Engenharia Ltda,Industria | Indústria,2.Média,Serviços de engenharia,Proposta,True,True,True,SESI + SENAI,2,ATIVA,ENERGY ENGENHARIA LTDA,INDÚSTRIA,Servicos de engenharia,DEMAIS,Maceió,5612717000108.0,5612717000108.0,7112-0/00,7112000.0,71.0,M,Atividades profissionais e tecnicas,Atividades profissionais e tecnicas,False,False,NAO,FORA DO ESCOPO SEBRAE,True
05612717000450,Energy Engenharia Ltda,Industria,3.Pequena,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",Migração,False,True,False,SOMENTE SENAI,1,ATIVA,ENERGY ENGENHARIA LTDA,INDÚSTRIA,"Fabricacao de estruturas pre moldadas de concreto armado, em serie e sob encomenda",DEMAIS,Murici,,5612717000450.0,2330-3/01,2330301.0,23.0,C,Industria de transformacao,Produtos de minerais nao-metalicos,True,False,SIM,NÃO ATENDIDA,True
05623256000179,Inside Sistemas Ltda,Indústria,2.Média,Desenvolvimento e licenciamento de programas de computador não-customizáveis,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
05680391000156,Fsf Tecnologia S.a.,Industria | Indústria,2.Média,Serviços de comunicação multimídia - SCM,Proposta,True,True,True,SESI + SENAI,2,ATIVA,FSF TECNOLOGIA S.A.,INDÚSTRIA,Servicos de comunicacao multimidia - scm,DEMAIS,Maceió,5680391000156.0,5680391000156.0,6110-8/03,6110803.0,61.0,J,Informacao e comunicacao,Informacao e comunicacao,False,False,NAO,FORA DO ESCOPO SEBRAE,True
05693271000193,Panificacao Padre Cicero Ltda,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,Migração,True,False,False,SOMENTE SESI,1,ATIVA,PANIFICACAO PADRE CICERO LTDA,INDÚSTRIA,Fabricacao de produtos de panificacao industrial,MICRO EMPRESA,Maceió,5693271000193.0,,1091-1/00,1091100.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
05727414000130,Ana Maria Da Rocha Dos Santos,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração,True,False,False,SOMENTE SESI,1,ATIVA,ANA MARIA DA ROCHA DOS SANTOS,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,Maceió,5727414000130.0,,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
05771122000103,Am Incorporacoes E Administracoes Ltda,Não Indústria,4.Micro,Serviços de sepultamento,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
05862270000125,Cape Aguas Nordeste Industria E Comercio Ltda,Indústria,3.Pequena,Fabricação de outros produtos químicos não especificados anteriormente,Migração,True,False,False,SOMENTE SESI,1,ATIVA,CAPE AGUAS NORDESTE INDUSTRIA E COMERCIO LTDA,INDÚSTRIA,Fabricacao de outros produtos quimicos nao especificados anteriormente,DEMAIS,Marechal Deodoro,5862270000125.0,5862270000125.0,2099-1/99,2099199.0,20.0,C,Industria de transformacao,Produtos quimicos,True,False,SIM,NÃO ATENDIDA,True
05863009000140,Synergia - Consultoria Urbana E Social Ltda.,Nao Industria,2.Média,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
05873960000180,L S Moveis Ltda,Indústria,4.Micro,Fabricação de móveis com predominância de madeira,Migração,True,False,False,SOMENTE SESI,1,ATIVA,L S MOVEIS LTDA,INDÚSTRIA,Fabricacao de moveis com predominancia de madeira,MICRO EMPRESA,Maceió,5873960000180.0,,3101-2/00,3101200.0,31.0,C,Industria de transformacao,Moveis,True,False,SIM,NÃO ATENDIDA,True
05898710000102,Ana Cristina Dos Santos Costa,Não Indústria,4.Micro,"Comércio varejista de suvenires, bijuterias e artesanatos",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
05900886000143,Escola Padre Pierre Vigne Ltda,Não Indústria,3.Pequena,Ensino fundamental,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
05902038000254,Iabs - Instituto Brasileiro De Desenvolvimento E Sustentabilidade,Não Indústria,4.Micro,Atividades de associações de defesa de direitos sociais,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
05913401000156,Acender Engenharia Ltda Em Recuperacao Judicial,Industria,2.Média,Instalação e manutenção elétrica,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,ACENDER ENGENHARIA LTDA EM RECUPERACAO JUDICIAL,INDÚSTRIA,Instalacao e manutencao eletrica,DEMAIS,Maceió,,5913401000156.0,4321-5/00,4321500.0,43.0,F,Construcao,Servicos especializados para construcao,True,False,SIM,NÃO ATENDIDA,True
05925056000170,I. M. Da Silva Industria,Industria | Indústria,4.Micro,"Fabricação de especiarias, molhos, temperos e condimentos",Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,I. M. DA SILVA INDUSTRIA,INDÚSTRIA,"Fabricacao de especiarias, molhos, temperos e condimentos",MICRO EMPRESA,Rio Largo,5925056000170.0,5925056000170.0,1095-3/00,1095300.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
05954139000198,Clinica De Cardiologia Avancada Ltda,Não Indústria,3.Pequena,Atividade médica ambulatorial com recursos para realização de exames complementares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
05954139000279,Clinica De Cardiologia Avancada Ltda,Não Indústria,4.Micro,Atividade médica ambulatorial com recursos para realização de exames complementares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
05957520000100,Karina F. Da S. C. De Aquino,Não Indústria,4.Micro,Comércio varejista de outros produtos não especificados anteriormente,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
05966389000148,L F M W Cartisano,Não Indústria,4.Micro,Comércio varejista de tintas e materiais para pintura,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
05972996000110,P D J A De Carvalho  Ltda,Indústria,4.Micro,"Confecção de roupas profissionais, exceto sob medida",Migração,True,False,False,SOMENTE SESI,1,ATIVA,P D J A DE CARVALHO LTDA,INDÚSTRIA,"Confeccao de roupas profissionais, exceto sob medida",PEQUENO PORTE,Maceió,5972996000110.0,5972996000110.0,1413-4/01,1413401.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
05977510000137,Mineradora Aldebaran Ltda,Indústria,3.Pequena,Fabricação de águas envasadas,Migração,True,False,False,SOMENTE SESI,1,ATIVA,MINERADORA ALDEBARAN LTDA,INDÚSTRIA,Fabricacao de aguas envasadas,MICRO EMPRESA,Maceió,5977510000137.0,,1121-6/00,1121600.0,11.0,C,Industria de transformacao,Bebidas,True,False,SIM,NÃO ATENDIDA,True
05996028000144,Varejao Dos Doces Ltda,Não Indústria,3.Pequena,"Comércio varejista de doces, balas, bombons e semelhantes",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
05996028000306,Varejao Dos Doces Ltda,Não Indústria,3.Pequena,"Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06007841000107,Brandao E Torres Construcoes Ltda.,Industria | Indústria,2.Média,Construção de edifícios,Migração,True,True,True,SESI + SENAI,2,ATIVA,BRANDAO E TORRES CONSTRUCOES LTDA.,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Maceió,6007841000107.0,6007841000107.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
06009273000183,Memorial Parque De Maceio Ltda,Não Indústria,3.Pequena,Gestão e manutenção de cemitérios,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06034228000189,Plataforma Engenharia Ltda,Industria,2.Média,Construção de edifícios,Migração,False,True,False,SOMENTE SENAI,1,ATIVA,PLATAFORMA ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,,6034228000189.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
06043133000121,Gentil Aurelio Rodrigues,Indústria,4.Micro,Obras de acabamento em gesso e estuque,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06121325000109,Serquip Tratamentos Residuos Al Ltda,Indústria,3.Pequena,Coleta de resíduos não-perigosos,Proposta,True,False,False,SOMENTE SESI,1,ATIVA,SERQUIP TRATAMENTOS RESIDUOS AL LTDA,INDÚSTRIA,Coleta de residuos nao perigosos,DEMAIS,Maceió,6121325000109.0,6121325000109.0,3811-4/00,3811400.0,38.0,E,"Agua, esgoto e residuos",Coleta e tratamento de residuos,True,False,NAO,FORA DO ESCOPO SEBRAE,True
06143647000159,Techplast Industria E Comercio De Plasticos Ltda,Indústria,3.Pequena,Fabricação de artefatos de material plástico para uso pessoal e doméstico,Proposta,True,False,False,SOMENTE SESI,1,ATIVA,TECHPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA,INDÚSTRIA,Fabricacao de artefatos de material plastico para uso pessoal e domestico,DEMAIS,Maceió,,6143647000159.0,2229-3/01,2229301.0,22.0,C,Industria de transformacao,Borracha e material plastico,True,False,SIM,NÃO ATENDIDA,True
06143647000230,Techplast Industria E Comercio De Plasticos Ltda,Industria | Indústria,2.Média,Recuperação de materiais não especificados anteriormente,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,TECHPLAST INDUSTRIA E COMERCIO DE PLASTICOS LTDA,INDÚSTRIA,Recuperacao de materiais nao especificados anteriormente,DEMAIS,Maceió,6143647000230.0,6143647000230.0,3839-4/99,3839499.0,38.0,E,"Agua, esgoto e residuos",Coleta e tratamento de residuos,True,False,SIM,NÃO ATENDIDA,True
06145615000192,Kaizen Industria E Comercio De Cosmeticos Ltda,Indústria,4.Micro,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",Migração,True,False,False,SOMENTE SESI,1,ATIVA,KAIZEN INDUSTRIA E COMERCIO DE COSMETICOS LTDA,INDÚSTRIA,"Fabricacao de cosmeticos, produtos de perfumaria e de higiene pessoal",PEQUENO PORTE,Arapiraca,6145615000192.0,,2063-1/00,2063100.0,20.0,C,Industria de transformacao,Produtos quimicos,True,False,SIM,NÃO ATENDIDA,True
06161119000122,Q. Vieira Da Conceicao,Indústria,4.Micro,"Confecção, sob medida, de roupas profissionais",Migração,True,False,False,SOMENTE SESI,1,ATIVA,Q. VIEIRA DA CONCEICAO,INDÚSTRIA,"Confeccao, sob medida, de roupas profissionais",MICRO EMPRESA,Arapiraca,6161119000122.0,,1413-4/02,1413402.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
06171493000451,Mslog - Servicos De Logistica E Transporte Ltda,Nao Industria,3.Pequena,Organização logística do transporte de carga,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
06173511000191,Retrofit Engenharia De Servicos Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
06190387000172,Erisvaldo Luis Neto Ltda,Industria | Indústria,4.Micro,Fabricação de laticínios,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,ERISVALDO LUIS NETO LTDA,INDÚSTRIA,Fabricacao de laticinios,MICRO EMPRESA,Olivença,6190387000172.0,6190387000172.0,1052-0/00,1052000.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
06197766000194,H A Menezes Santos,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06204078000104,J S Oliveira Tropical Ltda,Indústria,3.Pequena,FABRICAÇÃO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE PRODUÇÃO PRÓPRIA,Migração,True,False,False,SOMENTE SESI,1,ATIVA,J S OLIVEIRA TROPICAL LTDA,INDÚSTRIA,Fabricacao de produtos de panificacao industrial,PEQUENO PORTE,Arapiraca,6204078000104.0,,1091-1/00,1091100.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
06209606000118,Triunfo Pedras Ltda,Industria | Indústria,3.Pequena,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,Proposta,True,True,True,SESI + SENAI,2,ATIVA,TRIUNFO PEDRAS LTDA,INDÚSTRIA,Extracao e britamento de pedras e outros materiais para construcao e beneficiamento associado,DEMAIS,Arapiraca,6209606000118.0,6209606000118.0,0810-0/99,810099.0,8.0,B,Industria extrativa,Extracao de minerais nao-metalicos,True,False,SIM,NÃO ATENDIDA,True
06210697000101,K C A De Melo & Cia Ltda,Não Indústria,4.Micro,Atividades de monitoramento de sistemas de segurança eletrônico,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06227963000109,Auto Viacao Mae Do Salvador Ltda,Não Indústria,4.Micro,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06228417000192,Madebras Atacado De Madeiras Ltda,Não Indústria,3.Pequena,Comércio atacadista de materiais de construção em geral,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06248248000152,Sabalanga Produtos Agropecuarios Ltda,Nao Industria,2.Média,Criação de frangos para corte,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
06304474000103,Moura E Moura Servicos Medicos Ltda,Não Indústria,4.Micro,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06325812000193,Frio Maximo Comercio De Pecas E Servicos Ltda,Indústria,4.Micro,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",Migração,True,False,False,SOMENTE SESI,1,ATIVA,FRIO MAXIMO COMERCIO DE PECAS E SERVICOS LTDA,INDÚSTRIA,"Servicos de instalacao, manutencao e reparacao de acessorios para veiculos automotores",MICRO EMPRESA,Maceió,6325812000193.0,,4520-0/07,4520007.0,45.0,G,Comercio e reparacao de veiculos,Comercio e reparacao de veiculos,False,False,NAO,FORA DO ESCOPO SEBRAE,True
06326419000114,Acquaplan Tecnologia E Consultoria Ambiental Ltda,Não Indústria,4.Micro,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06351389000104,Naturalia Aguas Minerais Ltda,Industria | Indústria,4.Micro,Fabricação de águas envasadas,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,NATURALIA AGUAS MINERAIS LTDA,INDÚSTRIA,Fabricacao de aguas envasadas,PEQUENO PORTE,Maceió,6351389000104.0,6351389000104.0,1121-6/00,1121600.0,11.0,C,Industria de transformacao,Bebidas,True,False,SIM,NÃO ATENDIDA,True
06371307000185,Harcos Comercio E Servicos Ltda,Não Indústria,4.Micro,Promoção de vendas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06371307000347,Harcos Comercio E Servicos Ltda,Não Indústria,4.Micro,Promoção de vendas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06371307000509,Harcos Comercio E Servicos Ltda,Não Indústria,4.Micro,Promoção de vendas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06371307000690,Harcos Comercio E Servicos Ltda,Não Indústria,4.Micro,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06371307000770,Harcos Comercio E Servicos Ltda,Não Indústria,4.Micro,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06371307000851,Harcos Comercio E Servicos Ltda,Não Indústria,4.Micro,Promoção de vendas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06371307001580,Harcos Comercio E Servicos Ltda,Não Indústria,4.Micro,Promoção de vendas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06371307001742,Harcos Comercio E Servicos Ltda,Não Indústria,4.Micro,Promoção de vendas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06371307001823,Harcos Comercio E Servicos Ltda,Não Indústria,4.Micro,Promoção de vendas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06371307001904,Harcos Comercio E Servicos Ltda,Não Indústria,4.Micro,Promoção de vendas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06371325000167,Masterop Operadora Turistica Ltda,Não Indústria,3.Pequena,Agências de viagens,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06372095000150,W.l.monteiro,Não Indústria,4.Micro,"Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06698221000161,Tempermac Vidros Temperados De Maceio Ltda,Industria,3.Pequena,Fabricação de vidro plano e de segurança,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,TEMPERMAC VIDROS TEMPERADOS DE MACEIO LTDA,INDÚSTRIA,Fabricacao de vidro plano e de seguranca,PEQUENO PORTE,Maceió,,6698221000161.0,2311-7/00,2311700.0,23.0,C,Industria de transformacao,Produtos de minerais nao-metalicos,True,False,SIM,NÃO ATENDIDA,True
06931419000143,Escola Pequenos Brilhantes Ltda,Não Indústria,4.Micro,Ensino fundamental,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06937784000165,Solidez Engenharia Ltda,Industria,2.Média,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,SOLIDEZ ENGENHARIA LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,,6937784000165.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
06943858000176,Contemporanea Arquitetura E Construcoes Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,CONTEMPORANEA ARQUITETURA E CONSTRUCOES LTDA,INDÚSTRIA,Construcao de edificios,DEMAIS,Maceió,6943858000176.0,6943858000176.0,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
06964752000159,P3 Engenharia Eletrica Ltda,Indústria,2.Média,Serviços de engenharia,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
06980064001073,Nacional Gas Butano Distribuidora Ltda,Nao Industria,3.Pequena,Comércio varejista de gás liqüefeito de petróleo (GLP),Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
07036026000139,Igreja Batista El Shadday De Arapiraca,Não Indústria,4.Micro,Atividades de organizações religiosas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
07042588000195,Bomfim & Jatoba Advogados Associados,Não Indústria,4.Micro,Serviços advocatícios,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
07051560000114,Cemi - Com. De Equipamentos E Manutencao Em Informatica Ltda,Não Indústria,4.Micro,Recarga de cartuchos para equipamentos de informática,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
07103225000112,Empresa Brasileira De Construcao Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
07111432000380,Ceramica Capelli Ltda,Industria,3.Pequena,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",Proposta,False,True,False,SOMENTE SENAI,1,ATIVA,CERAMICA CAPELLI LTDA,INDÚSTRIA,"Fabricacao de artefatos de ceramica e barro cozido para uso na construcao, exceto azulejos e pisos",PEQUENO PORTE,Capela,,7111432000380.0,2342-7/02,2342702.0,23.0,C,Industria de transformacao,Produtos de minerais nao-metalicos,True,False,SIM,NÃO ATENDIDA,True
07119626000160,Bdo Rcs Gestao Empresarial Ltda,Não Indústria,4.Micro,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
07149307000521,Confeccoes Nobrega Ltda,Indústria,4.Micro,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida",Migração,True,False,False,SOMENTE SESI,1,ATIVA,CONFECCOES NOBREGA LTDA,INDÚSTRIA,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",PEQUENO PORTE,Arapiraca,7149307000521.0,,1412-6/01,1412601.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
07196033005590,Norsa Refrigerantes S.a,Indústria,1.Grande,Fabricação de refrigerantes,Proposta,True,False,False,SOMENTE SESI,1,ATIVA,NORSA REFRIGERANTES S.A,INDÚSTRIA,Fabricacao de refrigerantes,DEMAIS,Maceió,7196033005590.0,7196033005590.0,1122-4/01,1122401.0,11.0,C,Industria de transformacao,Bebidas,True,False,SIM,NÃO ATENDIDA,True
07246670000131,S. C. Do Carmo Confeccoes,Industria | Indústria,3.Pequena,Confecção de roupas íntimas,Migração | Proposta,True,True,True,SESI + SENAI,2,ATIVA,S. C. DO CARMO CONFECCOES,INDÚSTRIA,Confeccao de roupas intimas,MICRO EMPRESA,Arapiraca,7246670000131.0,7246670000131.0,1411-8/01,1411801.0,14.0,C,Industria de transformacao,Confeccao de vestuario e acessorios,True,False,SIM,NÃO ATENDIDA,True
07250211000121,Panificacao Jeronimo Ltda,Industria | Indústria,3.Pequena,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Proposta,True,True,True,SESI + SENAI,2,ATIVA,PANIFICACAO JERONIMO LTDA,INDÚSTRIA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,MICRO EMPRESA,São Miguel dos Campos,7250211000121.0,7250211000121.0,1091-1/02,1091102.0,10.0,C,Industria de transformacao,Alimentos,True,False,SIM,NÃO ATENDIDA,True
07256880000100,Germano Regueira Advogados,Não Indústria,4.Micro,Serviços advocatícios,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
07302129000101,J. C. Da Silva & Silva Ltda,Não Indústria,3.Pequena,Serviços combinados de escritório e apoio administrativo,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
07326239000103,C H Sampaio,Não Indústria,4.Micro,Comércio varejista de calçados,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
07337276000109,Shl-servicos De Hospedagens Ltda,Não Indústria,2.Média,Hotéis,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
07355891000148,Almar Pesquisa E Desenvolvimento Experimental Em Ciencias Fisicas E Naturais Ltda,Não Indústria,4.Micro,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
07389665000188,F C K Construcoes E Incorporacoes Ltda,Indústria,4.Micro,Construção de edifícios,Migração,True,False,False,SOMENTE SESI,1,ATIVA,F C K CONSTRUCOES E INCORPORACOES LTDA,INDÚSTRIA,Construcao de edificios,PEQUENO PORTE,Maceió,7389665000188.0,,4120-4/00,4120400.0,41.0,F,Construcao,Construcao de edificios,True,False,SIM,NÃO ATENDIDA,True
07431747000143,Comferral Comercio De Ferragens Ltda,Nao Industria,4.Micro,Comércio atacadista de ferragens e ferramentas,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
07471959000154,Escola De Educacao Basica Millenium Ltda,Não Indústria,4.Micro,Ensino fundamental,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
07472625000103,Reciclal Industria E Comercio De Metais Ltda,Não Indústria,4.Micro,Comércio atacadista de resíduos e sucatas metálicos,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
07478417000103,Metro Engenharia E Consultoria Ltda,Industria,1.Grande,Construção de edifícios,Migração,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
07480558000160,Clinilar Home Care Ltda,Não Indústria,4.Micro,Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
