CNPJ,Razão Social,Categoria,Porte,CNAE,Origem da Cobertura,TEM_SESI,TEM_SENAI,TEM_SESI_SENAI,STATUS_RELACIONAMENTO,QTD_REGISTROS_BASE
08343492000120,Mrv Engenharia E Participacoes Sa,Industria,1.Grande,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
08343492011164,Mrv Engenharia E Participacoes Sa,Industria,2.Média,Incorporação de empreendimentos imobiliários,Proposta,False,True,False,SOMENTE SENAI,1
08414691000181,Verissimo E Holanda Ltda,Nao Industria,3.Pequena,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",Migração,False,True,False,SOMENTE SENAI,1
08488348000181,Serpecas Alagoas Implementos Rodoviarios Ltda,Industria,4.Micro,"Fabricação de cabines, carrocerias e reboques para caminhões",Proposta,False,True,False,SOMENTE SENAI,1
08511719000107,Frut S Industria E Comercio De Gelados De Alagoas Ltda,Industria | Indústria,2.Média,Fabricação de sorvetes e outros gelados comestíveis,Migração,True,True,True,SESI + SENAI,2
08611923000191,Irmaos Torres Ltda,Industria | Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração | Proposta,True,True,True,SESI + SENAI,2
08618746000175,Centro Educacional Santa Terezinha Ltda,Nao Industria,3.Pequena,Ensino fundamental,Proposta,False,True,False,SOMENTE SENAI,1
08650571000183,Mineracao Vale Verde Do Brasil Ltda.,Industria | Indústria,2.Média,Extração de minério de metais preciosos,Migração,True,True,True,SESI + SENAI,2
08656732000146,G De Almeida Oliveira,Industria | Indústria,4.Micro,"Fabricação de artefatos diversos de madeira, exceto móveis",Migração | Proposta,True,True,True,SESI + SENAI,2
08695037000193,Gold Cafes Ltda,Industria | Indústria,4.Micro,Torrefação e moagem de café,Migração | Proposta,True,True,True,SESI + SENAI,2
08726496000197,Engeko Engenharia E Construcao Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
08789800000145,Cad Solucoes Em Engenharia Ltda,Industria,3.Pequena,Instalação e manutenção elétrica,Proposta,False,True,False,SOMENTE SENAI,1
08898820000154,Assistence Engenharia Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
08900689000112,J.r.feyh & Cia Ltda,Industria,3.Pequena,Construção de estações e redes de distribuição de energia elétrica,Proposta,False,True,False,SOMENTE SENAI,1
08943210000125,Silvano Lazaro Da Silva Ltda,Industria | Indústria,4.Micro,Fabricação de sorvetes e outros gelados comestíveis,Migração,True,True,True,SESI + SENAI,2
08962155000110,Nordeste Moveis Ltda,Industria,3.Pequena,Fabricação de móveis com predominância de madeira,Proposta,False,True,False,SOMENTE SENAI,1
09066964000107,Alianca Construcoes Ltda,Industria | Indústria,2.Média,Construção de edifícios,Migração | Proposta,True,True,True,SESI + SENAI,2
09232993000100,Evandro V Lima Panificacao Ltda.,Industria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração,False,True,False,SOMENTE SENAI,1
09318807000141,Industria E Comercio De Pedras Jidearts Ltda,Industria | Indústria,4.Micro,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",Migração,True,True,True,SESI + SENAI,2
09344391000217,Hotel Costa Azul S A,Nao Industria,3.Pequena,Hotéis,Proposta,False,True,False,SOMENTE SENAI,1
09411692000135,Engematloc - Terraplenagem E Locacoes Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
09423483000101,Associacao Madre Esperanca,Nao Industria,4.Micro,Atividades de associações de defesa de direitos sociais,Migração,False,True,False,SOMENTE SENAI,1
09520287000155,Adequa Assessoria E Consultoria Em Controle De Qualidade De Alimentos Ltda.,Nao Industria,4.Micro,Treinamento em desenvolvimento profissional e gerencial,Proposta,False,True,False,SOMENTE SENAI,1
09571854000100,59 Batalhao De Infantaria Motorizado,Nao Industria,4.Micro,Defesa,Migração,False,True,False,SOMENTE SENAI,1
09814493000178,Carlos Henrique Alves Da Silva,Nao Industria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,Proposta,False,True,False,SOMENTE SENAI,1
10145486000100,Plastmarc Comercio E Industria De Material Plastico Ltda,Industria | Indústria,3.Pequena,Recuperação de materiais plásticos,Proposta,True,True,True,SESI + SENAI,2
10220039007423,Oeci S.a Em Recuperacao Judicial,Industria,2.Média,Construção de obras-de-arte especiais,Migração,False,True,False,SOMENTE SENAI,1
10340747000142,Guerrero Construtora E Empreendimentos Ltda,Industria,3.Pequena,Construção de estações e redes de distribuição de energia elétrica,Proposta,False,True,False,SOMENTE SENAI,1
10616674000179,Builders Loc Locadora E Operadora De Maquinas E Equipamentos Ltda,Industria,4.Micro,Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras,Proposta,False,True,False,SOMENTE SENAI,1
10695076000132,Souza & Souza Ltda,Industria | Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração | Proposta,True,True,True,SESI + SENAI,2
10702260000162,Rotan Pre Moldados E Construcoes Ltda,Industria,3.Pequena,"Obras de urbanização - ruas, praças e calçadas",Proposta,False,True,False,SOMENTE SENAI,1
10723930001280,Cyro Cavalcanti Auto Pecas Ltda,Nao Industria,3.Pequena,Comércio por atacado de peças e acessórios novos para veículos automotores,Proposta,False,True,False,SOMENTE SENAI,1
10887669000109,Kiola Industria E Comercio Ltda,Industria | Indústria,4.Micro,Fabricação de sabões e detergentes sintéticos,Migração | Proposta,True,True,True,SESI + SENAI,2
10918657000196,Leao Nordeste Industria E Comercio De Plasticos Ltda,Industria | Indústria,3.Pequena,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,Migração | Proposta,True,True,True,SESI + SENAI,2
10925899000107,Madeiras Do Brasil Ltda,Nao Industria | Não Indústria,3.Pequena,Comércio varejista de madeira e artefatos,Migração | Proposta,True,True,True,SESI + SENAI,2
11050982000142,Secretaria De Estado De Prevencao A Violencia,Nao Industria,3.Pequena,Administração pública em geral,Proposta,False,True,False,SOMENTE SENAI,1
11069316000318,Tubos Tigre-ads Do Brasil Limitada,Industria | Indústria,3.Pequena,Fabricação de tubos e acessórios de material plástico para uso na construção,Migração | Proposta,True,True,True,SESI + SENAI,2
11421889000105,Mixfarma Comercial Ltda,Nao Industria | Não Indústria,2.Média,Comércio atacadista de medicamentos e drogas de uso humano,Proposta,True,True,True,SESI + SENAI,2
11440164000156,Am Lanchonetes Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
11483295000110,Codaco Confeccao E Dobra De Ferro E Aco Ltda,Industria,4.Micro,Fabricação de outros produtos de metal não especificados anteriormente,Proposta,False,True,False,SOMENTE SENAI,1
11493623000160,Magnetron Industria E Comercio De Componentes Ltda,Industria,2.Média,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",Proposta,False,True,False,SOMENTE SENAI,1
11512944000164,Faab Engenharia Ltda,Industria | Indústria,2.Média,Construção de estações e redes de distribuição de energia elétrica,Proposta,True,True,True,SESI + SENAI,2
11544802000189,Pca Tecnologia Em Manutencao Preditiva Ltda,Industria | Indústria,4.Micro,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",Proposta,True,True,True,SESI + SENAI,2
11705404000105,Cenutri - Centro Especializado De Nutricao Ltda.,Nao Industria,3.Pequena,Comércio varejista de artigos médicos e ortopédicos,Proposta,False,True,False,SOMENTE SENAI,1
11907140000164,Krona Tubos E Conexoes Do Nordeste Ltda,Industria | Indústria,1.Grande,Fabricação de tubos e acessórios de material plástico para uso na construção,Migração | Proposta,True,True,True,SESI + SENAI,2
12014510000105,Biotech Controle Biologico Ltda,Industria,3.Pequena,Fabricação de defensivos agrícolas,Migração,False,True,False,SOMENTE SENAI,1
12020066000122,Braf Empreendimentos Hoteleiros Ltda.,Nao Industria | Não Indústria,3.Pequena,Hotéis,Migração | Proposta,True,True,True,SESI + SENAI,2
12102741000243,Projetel - Telecomunicacoes E Servicos Ltda,Industria | Indústria,3.Pequena,Manutenção de estações e redes de telecomunicações,Migração | Proposta,True,True,True,SESI + SENAI,2
12156097000105,Associacao Atletica Banco Do Brasil,Nao Industria,3.Pequena,"Clubes sociais, esportivos e similares",Migração,False,True,False,SOMENTE SENAI,1
12157871000100,Sindicato Dos Trabalhadores No Comercio De Minerios E Derivados De Petroleo No Estado De Alagoas(inclusive Pesquisas De Minerios),Nao Industria,4.Micro,Atividades de organizações sindicais,Proposta,False,True,False,SOMENTE SENAI,1
12186524000106,Tv Gazeta De Alagoas Ltda - Em Recuperacao Judicial,Nao Industria,4.Micro,Atividades de televisão aberta,Migração,False,True,False,SOMENTE SENAI,1
12187241000170,Feitosa Irmaos & Cia Ltda,Nao Industria,3.Pequena,Comércio a varejo de peças e acessórios novos para veículos automotores,Proposta,False,True,False,SOMENTE SENAI,1
12198693000158,Municipio De Arapiraca,Nao Industria,4.Micro,Administração pública em geral,Migração,False,True,False,SOMENTE SENAI,1
12200135000180,Municipio De Maceio,Nao Industria,4.Micro,Administração pública em geral,Migração,False,True,False,SOMENTE SENAI,1
12200218000179,Secretaria De Estado Da Educacao,Nao Industria,4.Micro,Administração pública em geral,Proposta,False,True,False,SOMENTE SENAI,1
12200259000165,Secretaria De Estado Da Saude,Nao Industria,1.Grande,Administração pública em geral,Proposta,False,True,False,SOMENTE SENAI,1
12201058000182,M. Do Socorro Da Conceicao,Industria | Indústria,4.Micro,Fabricação de colchões,Proposta,True,True,True,SESI + SENAI,2
12207536000161,Municipio De Girau Do Ponciano,Nao Industria,4.Micro,Administração pública em geral,Migração,False,True,False,SOMENTE SENAI,1
12229415000200,S A Usina Coruripe Acucar E Alcool,Nao Industria | Não Indústria,1.Grande,Cultivo de cana-de-açúcar,Migração | Proposta,True,True,True,SESI + SENAI,2
12242350000143,Municipio De Igreja Nova,Nao Industria,4.Micro,Administração pública em geral,Proposta,False,True,False,SOMENTE SENAI,1
12250916000189,Municipio De Santana Do Ipanema,Nao Industria,4.Micro,Atividades de associações de defesa de direitos sociais,Migração,False,True,False,SOMENTE SENAI,1
12257462000178,Infranet Distribuidora De Tecnologia E Engenharia Ltda,Nao Industria,3.Pequena,Comércio atacadista de material elétrico,Proposta,False,True,False,SOMENTE SENAI,1
12264222000109,Municipio De Sao Miguel Dos Campos,Nao Industria | Órgãos Públicos,4.Micro,Administração pública em geral,Migração | Proposta,True,True,True,SESI + SENAI,2
12264628000183,Municipio De Campo Alegre,Nao Industria,3.Pequena,Administração pública em geral,Proposta,False,True,False,SOMENTE SENAI,1
12272084000100,Equatorial Alagoas Distribuidora De Energia S.a.,Industria,1.Grande,Distribuição de energia elétrica,Migração,False,True,False,SOMENTE SENAI,1
12275715000136,Utinga Acucar E Etanol S/a,Industria,1.Grande,Fabricação de açúcar em bruto,Proposta,False,True,False,SOMENTE SENAI,1
12281871000100,Madeirart Nova Industria E Comercio De Madeiras Ltda,Industria | Indústria,4.Micro,"Fabricação de cabines, carrocerias e reboques para caminhões",Migração | Proposta,True,True,True,SESI + SENAI,2
12282034000286,Usina Caete S A,Nao Industria | Não Indústria,1.Grande,Cultivo de cana-de-açúcar,Proposta,True,True,True,SESI + SENAI,2
12282034000367,Usina Caete S A,Industria | Indústria,1.Grande,Fabricação de açúcar em bruto,Proposta,True,True,True,SESI + SENAI,2
12286944000156,Construtora Humberto Lobo Ltda Em Recuperacao Judicial,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
12312799000211,Panificacao Jaragua Ltda,Industria | Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Proposta,True,True,True,SESI + SENAI,2
12332946000134,Municipio De Uniao Dos Palmares,Nao Industria,4.Micro,Administração pública em geral,Proposta,False,True,False,SOMENTE SENAI,1
12333753000106,Municipio De Capela,Nao Industria,4.Micro,Administração pública em geral,Proposta,False,True,False,SOMENTE SENAI,1
12363594000184,Milton Alves Industria E Comercio Limitada,Industria | Indústria,2.Média,Fabricação de massas alimentícias,Migração | Proposta,True,True,True,SESI + SENAI,2
12388278000167,Convem Comercio De Veiculos E Motores Ltda - Em Recuperacao Judicial,Nao Industria | Não Indústria,4.Micro,Comércio a varejo de motocicletas e motonetas novas,Migração | Proposta,True,True,True,SESI + SENAI,2
12392890000103,Imcrel Irmaos Moreira Extracao Mineral Ltda,Industria,3.Pequena,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,Proposta,False,True,False,SOMENTE SENAI,1
12407474000131,Construtora Penedo Ltda,Industria,4.Micro,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
12415313000190,Prime Construcoes E Incorporacoes Ltda,Industria | Indústria,2.Média,Construção de edifícios,Migração | Proposta,True,True,True,SESI + SENAI,2
12449880000167,Fundacao Universitaria De Desenv De Extensao E Pesquisa,Nao Industria,2.Média,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Proposta,False,True,False,SOMENTE SENAI,1
12476466000147,Ecopar Engenharia Ltda,Industria,2.Média,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
12478095000132,Companhia Acucareira Central Sumauma - Em Recuperacao Judicial,Industria,1.Grande,Fabricação de açúcar em bruto,Proposta,False,True,False,SOMENTE SENAI,1
12481800000150,Construtora Lins Irmaos Ltda,Industria,4.Micro,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
12634325000105,Concretec Industria E Comercio De Pre-moldados Ltda,Industria | Indústria,3.Pequena,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",Proposta,True,True,True,SESI + SENAI,2
12718011000190,Central Acucareira Santo Antonio S A,Industria | Indústria,1.Grande,Fabricação de açúcar em bruto,Migração | Proposta,True,True,True,SESI + SENAI,2
12771703000100,Givanilson Da Silva Menezes,Industria | Indústria,4.Micro,Fabricação de móveis com predominância de madeira,Proposta,True,True,True,SESI + SENAI,2
12835997000189,Panificadora E Lanchonete Primor Ltda,Industria | Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração | Proposta,True,True,True,SESI + SENAI,2
12841003000137,Ste Instalacoes Eletricas Montagens E Manutencao Ltda,Industria,4.Micro,Instalação e manutenção elétrica,Proposta,False,True,False,SOMENTE SENAI,1
12945994000106,Construart Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
13059313000167,Rm Industria E Comercio Ltda,Industria,4.Micro,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",Proposta,False,True,False,SOMENTE SENAI,1
13591329000116,Duppla Construcoes Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
13711720000379,Clodax Reciclagem Ltda,Industria,4.Micro,Recuperação de materiais plásticos,Proposta,False,True,False,SOMENTE SENAI,1
13748815000103,Totem Infraestrutura E Construcao Civil Ltda,Industria,4.Micro,Construção de rodovias e ferrovias,Proposta,False,True,False,SOMENTE SENAI,1
13898154000194,Industrial Madeiras Do Brasil Ltda,Industria | Indústria,3.Pequena,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,Migração | Proposta,True,True,True,SESI + SENAI,2
14313789000145,Mcz Express Service Ltda,Nao Industria,3.Pequena,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Proposta,False,True,False,SOMENTE SENAI,1
14458115000139,Alexandre Dos Santos Freitas 00250873630,Nao Industria,4.Micro,Promoção de vendas,Proposta,False,True,False,SOMENTE SENAI,1
14519421000138,A C Tavares,Industria,4.Micro,Fabricação de chapas e de embalagens de papelão ondulado,Proposta,False,True,False,SOMENTE SENAI,1
14554855000179,Unica Engenharia E Empreendimentos Imobiliarios Ltda,Industria,2.Média,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
14658598000115,Alerta Seguranca Do Trabalho Ltda,Nao Industria,4.Micro,Treinamento em desenvolvimento profissional e gerencial,Proposta,False,True,False,SOMENTE SENAI,1
15267811000120,"Comercial Graciliano, Confeccoes E Sinalizacao Ltda",Industria | Indústria,4.Micro,Impressão de material para uso publicitário,Proposta,True,True,True,SESI + SENAI,2
15369322000180,"Secretaria Municipal De Desenvolvimento Social, Primeira Infancia E Seguranca Alimentar ( Semdes ) )",Nao Industria,2.Média,Administração pública em geral,Migração,False,True,False,SOMENTE SENAI,1
15590007000188,E M Empreendimentos Imobiliarios Ltda,Industria,2.Média,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
15786418000143,Cpm Industria De Bebidas Ltda,Industria | Indústria,4.Micro,Fabricação de cervejas e chopes,Migração | Proposta,True,True,True,SESI + SENAI,2
16599987000142,Applus Qualitec Servicos De Engenharia Ltda,Industria | Indústria,4.Micro,Serviços de engenharia,Proposta,True,True,True,SESI + SENAI,2
16682715000101,Atalaia Mineracao Industria E Comercio Ltda,Industria,3.Pequena,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,Migração,False,True,False,SOMENTE SENAI,1
16819228000148,Mandala Promocao E Marketing Ltda,Nao Industria,4.Micro,Marketing direto,Migração,False,True,False,SOMENTE SENAI,1
16925721000142,Togni  & Togni - Participacoes E Empreendimentos Ltda,Nao Industria,3.Pequena,Holdings de instituições não-financeiras,Migração,False,True,False,SOMENTE SENAI,1
16941986000134,H B Alimentos Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
16941986000215,H B Alimentos Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
16941986000568,H B Alimentos Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
16941986000720,H B Alimentos Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
16941986000991,H B Alimentos Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
16941986001106,H B Alimentos Ltda,Nao Industria,3.Pequena,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
17127654000183,Myx Lanchonete Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
17235389000157,Alagoas Onibus Ltda,Nao Industria,3.Pequena,"Comércio a varejo de automóveis, camionetas e utilitários novos",Proposta,False,True,False,SOMENTE SENAI,1
17597297000117,Metric Usinagem Ltda,Industria | Indústria,3.Pequena,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",Migração | Proposta,True,True,True,SESI + SENAI,2
17622147000116,Maceio Autopecas E Servicos Automotivos Ltda,Nao Industria,4.Micro,Comércio a varejo de pneumáticos e câmaras-de-ar,Migração,False,True,False,SOMENTE SENAI,1
17756769000137,Sp Fardamentos Ltda,Industria | Indústria,4.Micro,Facção de roupas profissionais,Proposta,True,True,True,SESI + SENAI,2
17765953000224,Agreste Lanchonete Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1
17777646000182,Jayme Carneiro Junior,Nao Industria,3.Pequena,Criação de bovinos para leite,Proposta,False,True,False,SOMENTE SENAI,1
18144066000110,Le Mix Preparacao De Massa De Concreto Ltda,Industria | Indústria,2.Média,Preparação de massa de concreto e argamassa para construção,Proposta,True,True,True,SESI + SENAI,2
18195069000183,Construtora E Empreendimentos M M Ltda,Industria | Indústria,4.Micro,Construção de edifícios,Migração,True,True,True,SESI + SENAI,2
18675185000108,E-paletes Fabricacao E Comercio Atacadista De Paletes De Madeira Ltda.,Industria | Indústria,3.Pequena,"Fabricação de artefatos diversos de madeira, exceto móveis",Migração | Proposta,True,True,True,SESI + SENAI,2
18729404000186,Metal Infraestrutura Ltda,Industria,3.Pequena,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",Proposta,False,True,False,SOMENTE SENAI,1
18748007000151,Ztt Do Brasil Ltda,Industria | Indústria,2.Média,"Fabricação de fios, cabos e condutores elétricos isolados",Migração | Proposta,True,True,True,SESI + SENAI,2
18842121000146,Caetex Florestal S.a.,Nao Industria | Não Indústria,1.Grande,Cultivo de eucalipto,Proposta,True,True,True,SESI + SENAI,2
19199106000194,Abrasiva - Especializada Em Tratamento Anti-corrosivo Ltda,Industria,4.Micro,Serviços de tratamento e revestimento em metais,Proposta,False,True,False,SOMENTE SENAI,1
19420544000130,Secretaria Municipal De Governo E De Subprefeituras ( Segov),Nao Industria,4.Micro,Administração pública em geral,Proposta,False,True,False,SOMENTE SENAI,1
19499296000165,Ultracanudos Industria E Comercio De Plasticos Ltda,Industria,3.Pequena,Fabricação de embalagens de material plástico,Proposta,False,True,False,SOMENTE SENAI,1
19585028000166,Ethica Servicos De Engenharia E Construcao Ltda,Industria,3.Pequena,Construção de edifícios,Proposta,False,True,False,SOMENTE SENAI,1
19704303000113,Asp Assessoria Social E Pesquisa Ltda,Nao Industria,3.Pequena,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",Proposta,False,True,False,SOMENTE SENAI,1
