CNPJ,Razão Social,Categoria,Porte,CNAE,Origem da Cobertura,TEM_SESI,TEM_SENAI,TEM_SESI_SENAI,STATUS_RELACIONAMENTO,QTD_REGISTROS_BASE,SEBRAE_situacao_atual,SEBRAE_razao_social,SEBRAE_SETOR,SEBRAE_CNAE PRIMARIO,SEBRAE_Porte,SEBRAE_Municipio,SEBRAE_SESI,SEBRAE_SENAI,SEBRAE_cnae_codigo_recuperado,SEBRAE_cnae_norm,SEBRAE_cnae_divisao,SEBRAE_secao,SEBRAE_setor,SEBRAE_subsetor,SEBRAE_e_industria,SEBRAE_auditoria,SEBRAE_elegivel_sebrae,SEBRAE_oportunidade_comercial,ENCONTRADO_SEBRAE
51401276000112,Sanctus Empreendimentos Imobiliarios Ltda,Não Indústria,4.Micro,Gestão e administração da propriedade imobiliária,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
51533527000112,Atacadista De Fraldas Mundial Ltda,Não Indústria,4.Micro,Comércio atacadista de produtos de higiene pessoal,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
51554396000150,Beef House Ltda,Não Indústria,4.Micro,Comércio varejista de carnes - açougues,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
51573010000157,Y T Melo Ltda,Não Indústria,4.Micro,Atividades de cobrança e informações cadastrais,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
51588175000100,Fernanda Moreira Santos,Não Indústria,4.Micro,Atividades veterinárias,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
51660007000170,Angiosaude Servicos Medicos Ltda,Não Indústria,4.Micro,Atividade médica ambulatorial com recursos para realização de exames complementares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
51879879000124,Eny Pneus Auto Service Ltda,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
51899013000185,Petroworks Do Brasil Ltda.,Indústria,3.Pequena,Perfurações e sondagens,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
51899405000225,Pratagy Comercio De Alimentos Ltda,Nao Industria,3.Pequena,Restaurantes e similares,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
51899405000497,Pratagy Comercio De Alimentos Ltda,Nao Industria,3.Pequena,Restaurantes e similares,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
51899405000578,Pratagy Comercio De Alimentos Ltda,Nao Industria,3.Pequena,Restaurantes e similares,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
52110730000149,Rma Distribuidora Ltda,Não Indústria,4.Micro,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
52330340000184,Edificio Empresarial Link Office,Nao Industria,3.Pequena,Condomínios prediais,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
52386063000121,Harcos Corretora De Seguros Ltda,Não Indústria,4.Micro,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
52618139000105,Legrand Brasil Ltda,Não Indústria,3.Pequena,Serviços combinados de escritório e apoio administrativo,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
52650507000194,Ultra Cafe Ltda,Não Indústria,4.Micro,Comércio varejista de mercadorias em lojas de conveniência,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
52803309000113,Voe Home Automacao Ltda,Não Indústria,4.Micro,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
52920999000190,Buffet Farol Ltda,Não Indústria,3.Pequena,Serviços de alimentação para eventos e recepções - bufê,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
52924246000153,Instituto Santa Afra,Não Indústria,4.Micro,Educação infantil - pré-escola,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
53281653000152,Rocha & Maranhao Ltda,Não Indústria,4.Micro,Atividade médica ambulatorial restrita a consultas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
53622004000178,53.622.004 Meirilany Pereira Nascimento,Não Indústria,4.Micro,Comércio varejista de tecidos,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
54004943000111,Lr Mello Colchoes Ltda.,Não Indústria,4.Micro,"Comercio varejista de artigos de cama, mesa e banho",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
54027801000170,Tgn Empreendimentos Ltda,Nao Industria,3.Pequena,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
54153370000198,Ferreira Araujo Servicos Ltda,Não Indústria,3.Pequena,Serviços combinados de escritório e apoio administrativo,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
54202484000180,D S Comercio De Eucalipto Ltda,Indústria,4.Micro,"Fabricação de artefatos diversos de madeira, exceto móveis",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
54347636000133,Alagoana Buffet E Servicos Ltda,Não Indústria,3.Pequena,Serviços combinados de escritório e apoio administrativo,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
54365049000177,Japa Bowl Ltda,Não Indústria,4.Micro,Restaurantes e similares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
54787099000142,Croassaria Da Dressa Ltda,Não Indústria,4.Micro,Restaurantes e similares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
54845919000105,M E Dos S Silva,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
54846397000166,Biscoite Parque Shopping Ltda,Nao Industria,4.Micro,"Comércio varejista de doces, balas, bombons e semelhantes",Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
54922060000190,A B Gomes Lucena,Não Indústria,4.Micro,Atividade médica ambulatorial restrita a consultas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
54991602000187,D F Servicos De Apoio Administrativo Ltda,Não Indústria,3.Pequena,Serviços combinados de escritório e apoio administrativo,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
55034633000102,Fb Locacoes E Servicos Ltda,Não Indústria,4.Micro,Outras atividades de prestação de serviços de informação não especificadas anteriormente,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
55065115000156,Hotel Quatro Coracoes Ltda,Não Indústria,4.Micro,Hotéis,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
55066699000184,Condominio Pier Norte,Não Indústria,3.Pequena,Condomínios prediais,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
55176486000105,55.176.486 Lucas Medeiros Marinho,Não Indústria,4.Micro,Restaurantes e similares,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
55297144000143,Narayana Locacoes De Equipamentos Ltda,Não Indústria,4.Micro,Aluguel de máquinas e equipamentos para escritório,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
55304253000140,Hora Extra Administrativo Ltda,Não Indústria,4.Micro,Outras atividades de prestação de serviços de informação não especificadas anteriormente,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
55436580000156,R F F Servicos Administrativos Ltda,Não Indústria,4.Micro,Serviços combinados de escritório e apoio administrativo,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
55553907000170,Restaurante Cheiro Da Terra Frances Ltda,Não Indústria,3.Pequena,Restaurantes e similares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
55617622000155,J C Da Silva Carnes Ltda,Não Indústria,4.Micro,Comércio atacadista de carnes bovinas e suínas e derivados,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
55963809000100,Lais Carvalho Lima Jatoba,Não Indústria,4.Micro,Cabeleireiros,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
56022975000175,Restaurante Fusion Ltda,Não Indústria,3.Pequena,Restaurantes e similares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
57467850000111,Cymi Aguas Alagoas S.a.,Indústria,3.Pequena,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação",Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
57558651000119,Escola Dom Bosco Maceio Ltda,Não Indústria,4.Micro,Educação infantil - pré-escola,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
57645286000180,Bobs Azul Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
57727013000184,Ultra Oleo E Jato Comercio E Servicos Automotivos Ltda,Não Indústria,4.Micro,Comércio varejista de lubrificantes,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
57876279000199,Tamara Araujo Consultorio Odontologico Ltda,Não Indústria,4.Micro,Atividade odontológica com recursos para realização de procedimentos cirúrgicos,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
58012728000113,Claudivaldo B Lima  Ltda,Não Indústria,4.Micro,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
58292666000140,Maceio Plasticouro Al Ltda,Não Indústria,4.Micro,Comércio varejista de tecidos,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
58397792000160,Apoio Atf Consultoria Especializada Ltda,Não Indústria,4.Micro,Serviços combinados de escritório e apoio administrativo,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
58457553000158,Alvorada Locacao Ltda,Não Indústria,4.Micro,Aluguel de máquinas e equipamentos para escritório,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
59203583000109,Jms Acessorios Ltda,Não Indústria,4.Micro,Comércio varejista especializado de equipamentos de telefonia e comunicação,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
59322838000144,Aaf Franchising Ltda,Não Indústria,4.Micro,Gestão de ativos intangíveis não-financeiros,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
59691114000178,Britto Macelog Spe. Ltda.,Não Indústria,3.Pequena,Administração da infra-estrutura portuária,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
59705135000103,Jeanks Toff Ltda,Não Indústria,4.Micro,"Comércio varejista de doces, balas, bombons e semelhantes",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
60145420000198,Leao E Silva Ltda,Não Indústria,4.Micro,Restaurantes e similares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
60483869000166,Mestre Cuca Restaurantes Ltda,Não Indústria,3.Pequena,Restaurantes e similares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
60574442000173,Ecosolar Servicos Administrativos Ltda,Não Indústria,4.Micro,Serviços combinados de escritório e apoio administrativo,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
60784666000100,Stc Luna Ltda,Não Indústria,4.Micro,Produção teatral,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
60818177000121,Condominio Beach Class Patacho,Nao Industria,3.Pequena,Condomínios prediais,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
61057621000104,Jln Agropecuaria Ltda,Não Indústria,3.Pequena,Criação de bovinos para corte,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
61082316000245,Vip Sports Group Industria E Comercio Ltda,Industria,4.Micro,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida",Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
61226455000114,J C Silva Goes De Araujo  Ltda,Não Indústria,4.Micro,Restaurantes e similares,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
61320365000198,Bobs Posto Terra Nossa Ltda,Nao Industria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
61471733000107,Grano Restaurante Ltda.,Nao Industria | Não Indústria,3.Pequena,Restaurantes e similares,Migração | Proposta,True,True,True,SESI + SENAI,2,,,,,,,,,,,,,,,,,,,False
61491058000170,Associacao Comunitaria Amigos De Maribondo,Nao Industria,4.Micro,Atividades de associações de defesa de direitos sociais,Migração,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
62361466000170,Ar De Mello Colchoes Ltda.,Não Indústria,4.Micro,Comércio varejista de móveis,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
62578771000118,Sangu La Sangucheria Peruana Ltda,Não Indústria,4.Micro,"Lanchonetes, casas de chá, de sucos e similares",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
62582285000173,Hotel Sol Poente Ltda,Não Indústria,3.Pequena,Hotéis,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
62590092000164,62.590.092 Wellington Araujo Da Silva,Não Indústria,4.Micro,Promoção de vendas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
63477520000100,Condominio Do Edificio Salsa,Nao Industria,2.Média,Condomínios prediais,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
63541698000172,Arthur Autopecas E Servicos Ltda,Não Indústria,4.Micro,Comércio a varejo de peças e acessórios novos para veículos automotores,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
63631496000111,Delicias Do Cheff Ltda,Nao Industria,4.Micro,Restaurantes e similares,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
63907723000199,Jg Extintores Ltda,Nao Industria,4.Micro,Comércio varejista de outros produtos não especificados anteriormente,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
64078146000132,Viacao Lider Transportes E Fretamentos Ltda,Não Indústria,4.Micro,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
64502210000160,Compre Bem Mais Comercio E Distribuicao De Alimentos Ltda,Não Indústria,3.Pequena,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
64904295001932,Camil Alimentos S.a.,Não Indústria,2.Média,Comércio atacadista de produtos alimentícios em geral,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
64904295005920,Camil Alimentos S.a.,Indústria,2.Média,Fabricação de biscoitos e bolachas,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
65080391000147,M J Panificacao Ltda,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
65333199000115,Cristo Rei Empreendimentos Ltda,Não Indústria,4.Micro,Aluguel de imóveis próprios,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
65357066000189,Audion Comercio De Produtos Medicos Ltda,Não Indústria,4.Micro,Comércio varejista de artigos médicos e ortopédicos,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
65456832000162,Erm Brasil Ltda,Indústria,2.Média,Serviços de engenharia,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
65530482000137,M E R C Florencio  Ltda,Não Indústria,4.Micro,Instituições de longa permanência para idosos,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
65672950000108,Riacho Doce Restaurante Ltda,Não Indústria,4.Micro,Restaurantes e similares,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
65780094000104,Martoke Empreendimento Imobiliario Spe Ltda,Nao Industria,3.Pequena,Gestão e administração da propriedade imobiliária,Proposta,False,True,False,SOMENTE SENAI,1,,,,,,,,,,,,,,,,,,,False
66745231000132,Panificacao A Casa Portuguesa Pao E Mais Ltda,Indústria,4.Micro,FABRICAÇÃO DE PRODUTOS DE PANIFICAÇÃO INDUSTRIAL,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
66799281000100,Dfs Comercio E Industria Ltda,Indústria,3.Pequena,Fabricação de gelo comum,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
68362521000122,Alagoas Rendering Ltda,Indústria,3.Pequena,Preparação de subprodutos do abate,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
68409605000174,Paraty Ltda,Indústria,2.Média,Fabricação de azulejos e pisos,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
69973477000150,Ortotrauma Servicos Medicos Ltda,Não Indústria,3.Pequena,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
69975530000151,Consultar Assist Tec Em Documentacao E Informacao Ltda,Não Indústria,4.Micro,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
69987485000155,Escola De Educacao Basica Santa Izabel Ltda,Não Indústria,4.Micro,Educação infantil - pré-escola,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
69987980000164,M De Lourdes O Araujo,Não Indústria,4.Micro,Comércio varejista de materiais de construção em geral,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
70003504000140,M J Lopes Da Silva Ltda,Não Indústria,3.Pequena,Ensino fundamental,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
70005723000169,Nucleo De Prevencao E Diagnostico Do Cancer Ltda,Não Indústria,4.Micro,Laboratórios de anatomia patológica e citológica,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
70005855000190,Hormoclinica Ltda,Não Indústria,3.Pequena,Laboratórios clínicos,Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
70014030000132,Instituto Da Visao Ltda,Não Indústria,2.Média,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
70940994009249,Pandurata Alimentos Ltda,Nao Industria | Não Indústria,3.Pequena,"Comércio atacadista de pães, bolos, biscoitos e similares",Proposta,True,True,True,SESI + SENAI,2,,,,,,,,,,,,,,,,,,,False
78391612000140,Ibq - Industrias Quimicas S/a,Indústria,4.Micro,"Fabricação de pólvoras, explosivos e detonantes",Migração,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
79500385000106,Consistem Sistemas Ltda,Indústria,2.Média,Desenvolvimento e licenciamento de programas de computador não-customizáveis,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
82945932000171,Parati Industria E Comercio De Alimentos Ltda,Indústria,2.Média,Fabricação de biscoitos e bolachas,Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
82984287000104,Irmaos Fischer Sa Ind E Com,Indústria,1.Grande,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios",Proposta,True,False,False,SOMENTE SESI,1,,,,,,,,,,,,,,,,,,,False
